65536 , 0.306250
131072 , 0.612500
262144 , 1.200000
524288 , 2.400000
1 , 0.206184
2 , 0.000005
4 , 0.000009
8 , 0.000018
16 , 0.000035
32 , 0.000072
64 , 0.000146
128 , 0.000293
256 , 0.000574
512 , 0.001147
1024 , 0.002393
2048 , 0.004590
4096 , 0.008984
8192 , 0.018359
16384 , 0.037500
32768 , 0.073438
65536 , 0.146875
131072 , 0.293750
262144 , 0.600000
524288 , 1.175000
1048576 , 2.350000
1 , 0.224939
2 , 0.000004
4 , 0.000007
8 , 0.000009
16 , 0.000022
32 , 0.000044
64 , 0.000105
128 , 0.000223
256 , 0.000342
512 , 0.000903
1024 , 0.001514
2048 , 0.002295
4096 , 0.006934
8192 , 0.012500
16384 , 0.027344
32768 , 0.053906
65536 , 0.101562
131072 , 0.221875
262144 , 0.450000
524288 , 0.787500
1048576 , 1.700000
2097152 , 3.350000
1 , 0.219724
2 , 0.000002
4 , 0.000002
8 , 0.000004
16 , 0.000009
32 , 0.000017
64 , 0.000034
128 , 0.000067
256 , 0.000134
512 , 0.000269
1024 , 0.000549
2048 , 0.001099
4096 , 0.002148
8192 , 0.004395
16384 , 0.008789
32768 , 0.017578
65536 , 0.034375
131072 , 0.070312
262144 , 0.137500
524288 , 0.281250
1048576 , 0.562500
2097152 , 1.125000
4194304 , 2.200000
1 , 0.210409
2 , 0.000001
4 , 0.000001
8 , 0.000002
16 , 0.000004
32 , 0.000008
64 , 0.000016
128 , 0.000032
256 , 0.000064
512 , 0.000131
1024 , 0.000256
2048 , 0.000525
4096 , 0.001025
8192 , 0.002051
16384 , 0.004199
32768 , 0.008203
65536 , 0.016406
131072 , 0.032813
262144 , 0.065625
524288 , 0.134375
1048576 , 0.262500
2097152 , 0.537500
4194304 , 1.275000
8388608 , 2.150000
1 , 0.199688
2 , 0.000000
4 , 0.000000
8 , 0.000001
16 , 0.000002
32 , 0.000004
64 , 0.000008
128 , 0.000015
256 , 0.000031
512 , 0.000063
1024 , 0.000119
2048 , 0.000250
4096 , 0.000500
8192 , 0.000977
16384 , 0.002002
32768 , 0.003906
65536 , 0.027344
131072 , 0.026953
262144 , 0.040625
524288 , 0.095312
1048576 , 0.153125
2097152 , 0.312500
4194304 , 0.637500
8388608 , 1.550000
16777216 , 2.350000
1 , 0.195742
2 , 0.000000
4 , 0.000000
8 , 0.000000
16 , 0.000001
32 , 0.000002
64 , 0.000004
128 , 0.000008
256 , 0.000016
512 , 0.000031
1024 , 0.000064
2048 , 0.000128
4096 , 0.000348
8192 , 0.000684
16384 , 0.001367
32768 , 0.002246
65536 , 0.004199
131072 , 0.008398
262144 , 0.016406
524288 , 0.033594
1048576 , 0.075000
2097152 , 0.175000
4194304 , 0.387500
8388608 , 0.537500
16777216 , 1.575000
33554432 , 2.950000
