1 , 15.000000
2 , 7.300000
4 , 7.400000
8 , 6.900000
16 , 5.000000
32 , 5.200000
64 , 6.100000
128 , 5.800000
256 , 5.100000
512 , 4.700000
1024 , 4.600000
1 , 4.700000
2 , 5.000000
4 , 5.100000
8 , 5.900000
16 , 5.700000
32 , 5.300000
64 , 6.800000
128 , 5.700000
256 , 5.600000
512 , 6.700000
1024 , 6.500000
2048 , 5.400000
1 , 4.900000
2 , 4.600000
4 , 4.700000
8 , 4.800000
16 , 4.800000
32 , 4.600000
64 , 4.800000
128 , 4.600000
256 , 4.600000
512 , 4.900000
1024 , 4.700000
2048 , 4.700000
4096 , 4.800000
1 , 4.700000
2 , 4.800000
4 , 4.600000
8 , 5.300000
16 , 4.900000
32 , 5.100000
64 , 5.300000
128 , 5.200000
256 , 4.900000
512 , 4.600000
1024 , 4.700000
2048 , 6.000000
4096 , 4.700000
8192 , 4.700000
1 , 4.800000
2 , 4.600000
4 , 4.800000
8 , 4.900000
16 , 4.700000
32 , 4.600000
64 , 4.600000
128 , 4.800000
256 , 4.900000
512 , 6.200000
1024 , 5.300000
2048 , 6.300000
4096 , 5.400000
8192 , 4.700000
16384 , 4.900000
1 , 248.500000
2 , 6.600000
4 , 6.300000
8 , 5.800000
16 , 4.900000
32 , 4.700000
64 , 4.600000
128 , 4.600000
256 , 5.900000
512 , 5.300000
1024 , 6.400000
2048 , 5.100000
4096 , 6.600000
8192 , 6.400000
16384 , 4.600000
32768 , 4.600000
1 , 13739.800000
2 , 4.900000
4 , 5.900000
8 , 4.700000
16 , 4.800000
32 , 4.800000
64 , 4.600000
128 , 4.700000
256 , 4.700000
512 , 5.000000
1024 , 6.400000
2048 , 6.600000
4096 , 6.000000
8192 , 6.600000
16384 , 6.800000
32768 , 6.900000
65536 , 6.800000
1 , 28696.700000
2 , 6.400000
4 , 5.800000
8 , 6.500000
16 , 6.600000
32 , 6.500000
64 , 6.300000
128 , 6.600000
256 , 6.700000
512 , 6.800000
1024 , 6.700000
2048 , 5.000000
4096 , 6.900000
8192 , 4.600000
16384 , 4.600000
32768 , 4.600000
65536 , 4.900000
131072 , 4.700000
1 , 51968.400000
2 , 4.700000
4 , 4.800000
8 , 4.800000
16 , 4.600000
32 , 4.700000
64 , 4.700000
128 , 4.700000
256 , 4.600000
512 , 4.700000
1024 , 4.700000
2048 , 4.700000
4096 , 4.900000
8192 , 4.800000
16384 , 4.700000
32768 , 4.600000
65536 , 4.700000
131072 , 4.600000
262144 , 4.800000
1 , 124765.300000
2 , 6.900000
4 , 8.000000
8 , 7.100000
16 , 5.500000
32 , 6.600000
64 , 5.500000
128 , 6.200000
256 , 7.300000
512 , 7.400000
1024 , 5.400000
2048 , 6.300000
4096 , 6.200000
8192 , 5.200000
16384 , 5.300000
32768 , 5.200000
65536 , 5.200000
131072 , 5.100000
262144 , 5.000000
524288 , 5.200000
1 , 237544.500000
2 , 5.300000
4 , 5.200000
8 , 5.300000
16 , 5.000000
32 , 5.300000
64 , 5.200000
128 , 5.200000
256 , 5.100000
512 , 5.200000
1024 , 5.300000
2048 , 5.100000
4096 , 5.300000
8192 , 5.300000
16384 , 5.000000
32768 , 5.300000
65536 , 5.200000
131072 , 5.200000
262144 , 5.100000
524288 , 5.200000
1048576 , 5.200000
1 , 463847.300000
2 , 5.200000
4 , 5.200000
8 , 5.300000
16 , 5.200000
32 , 5.200000
64 , 5.300000
128 , 5.100000
256 , 5.200000
512 , 5.300000
1024 , 5.200000
2048 , 5.200000
4096 , 5.000000
8192 , 5.100000
16384 , 5.300000
32768 , 5.100000
65536 , 5.100000
131072 , 5.300000
262144 , 5.300000
524288 , 5.200000
1048576 , 5.300000
2097152 , 5.000000
1 , 1047515.000000
2 , 12.000000
4 , 10.200000
8 , 5.800000
16 , 9.700000
32 , 6.000000
64 , 5.700000
128 , 5.300000
256 , 5.200000
512 , 5.400000
1024 , 5.300000
2048 , 5.100000
4096 , 5.200000
8192 , 5.100000
16384 , 5.200000
32768 , 5.400000
65536 , 5.300000
131072 , 5.200000
262144 , 5.200000
524288 , 5.200000
1048576 , 5.200000
2097152 , 5.300000
4194304 , 5.300000
1 , 2076323.600000
2 , 10.000000
4 , 6.500000
8 , 6.600000
16 , 5.600000
32 , 4.700000
64 , 4.800000
128 , 4.700000
256 , 4.800000
512 , 4.800000
1024 , 4.600000
2048 , 4.700000
4096 , 4.800000
8192 , 4.700000
16384 , 4.700000
32768 , 4.700000
65536 , 4.600000
131072 , 4.700000
262144 , 4.700000
524288 , 4.600000
1048576 , 4.700000
2097152 , 4.700000
4194304 , 6.600000
8388608 , 4.800000
1 , 3835880.700000
2 , 7.700000
4 , 4.400000
8 , 4.400000
16 , 4.400000
32 , 4.200000
64 , 4.400000
128 , 4.200000
256 , 4.400000
512 , 4.300000
1024 , 4.300000
2048 , 4.400000
4096 , 4.300000
8192 , 4.400000
16384 , 4.300000
32768 , 4.300000
65536 , 4.300000
131072 , 4.400000
262144 , 4.300000
524288 , 4.400000
1048576 , 4.400000
2097152 , 5.800000
4194304 , 4.700000
8388608 , 4.800000
16777216 , 4.700000
1 , 7229246.900000
2 , 10.300000
4 , 6.600000
8 , 4.300000
16 , 4.400000
32 , 4.300000
64 , 4.100000
128 , 4.300000
256 , 4.100000
512 , 4.200000
1024 , 4.700000
2048 , 4.700000
4096 , 4.700000
8192 , 4.900000
16384 , 4.900000
32768 , 4.700000
65536 , 4.800000
131072 , 4.700000
262144 , 6.600000
524288 , 4.700000
1048576 , 4.800000
2097152 , 4.700000
4194304 , 4.700000
8388608 , 4.800000
16777216 , 4.600000
33554432 , 4.600000
1 , 13938998.600000
2 , 6.300000
4 , 4.000000
8 , 3.900000
16 , 3.900000
32 , 4.100000
