64 , 4.000000
128 , 4.100000
256 , 4.100000
512 , 4.100000
1024 , 5.800000
2048 , 4.100000
4096 , 4.000000
8192 , 4.200000
16384 , 4.200000
32768 , 4.200000
65536 , 4.100000
131072 , 4.100000
262144 , 4.100000
524288 , 4.100000
1048576 , 5.700000
2097152 , 4.100000
4194304 , 4.400000
8388608 , 4.300000
16777216 , 4.200000
33554432 , 4.800000
67108864 , 4.700000
